Date,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,RATING
2020-07-26,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,310.688,7,0.2,108.7408,8
2020-04-15,MR-17545,Mathew Reese,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,7.68,5,0.8,-11.52,8
2020-10-26,SR-20425,Sharelle Roach,Consumer,United States,Springfield,Ohio,45503,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,155.372,2,0.3,-35.5136,7
2020-09-14,TH-21100,Thea Hendricks,Consumer,United States,Glendale,Arizona,85301,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058,8
2020-12-14,BD-11635,Brian Derr,Consumer,United States,New York City,New York,10009,East,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,232.4,5,0.2,78.435,3
2020-12-28,BD-11635,Brian Derr,Consumer,United States,New York City,New York,10009,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",164.646,3,0.1,12.8058,7
2020-12-25,BD-11635,Brian Derr,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,22.68,2,0.0,11.1132,7
2020-06-19,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,105.52,4,0.0,48.5392,6
2020-06-01,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,83.92,4,0.0,5.8744,6
2020-06-07,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,141.9,5,0.0,58.179,6
2020-04-11,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,39.98,2,0.0,9.1954,10
2020-08-21,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001419,Office Supplies,Art,Newell 325,28.91,7,0.0,8.673,3
2020-09-24,HE-14800,Harold Engle,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,174.95,5,0.0,45.487,9
2020-11-01,JK-15640,Jim Kriz,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,110.528,4,0.2,38.6848,8
2020-03-29,ON-18715,Odella Nelson,Corporate,United States,Burlington,North Carolina,27217,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,630.024,4,0.4,-199.5076,8
2020-08-13,TH-21100,Thea Hendricks,Consumer,United States,Salem,Virginia,24153,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,0.0,9.1938,7
2020-03-24,MD-17350,Maribeth Dona,Consumer,United States,Dallas,Texas,75217,Central,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.408,4,0.3,-173.3472,9
2020-07-17,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144,4
2020-12-01,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,9
2020-04-03,ML-17755,Max Ludwig,Consumer,United States,Marion,Iowa,52302,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,9
2020-02-29,LB-16795,Laurel Beltran,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.225,8
2020-05-18,LB-16795,Laurel Beltran,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,0.0,26.07,10
2020-08-01,LB-16795,Laurel Beltran,Consumer,United States,Seattle,Washington,98105,West,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,0.0,63.107,6
2020-10-08,LB-16795,Laurel Beltran,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10000636,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub,66.96,4,0.0,2.6784,8
2020-06-22,LB-16795,Laurel Beltran,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,199.98,2,0.0,87.9912,9
2020-09-29,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,8701,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,7
2020-04-25,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,8701,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0.0,8.771,10
2020-01-24,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,8701,East,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,2,0.0,17.4064,8
2020-07-03,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,8701,East,FUR-BO-10003404,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",2154.9,5,0.0,129.294,3
2020-11-13,EB-13750,Edward Becker,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,18.432,8,0.7,-12.288,9
2020-08-16,RP-19390,Resi Pölking,Consumer,United States,Thornton,Colorado,80229,West,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",10.944,2,0.2,0.9576,7
2020-12-05,DC-12850,Dan Campbell,Consumer,United States,Roseville,Michigan,48066,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,4.36,2,0.0,0.1744,10
2020-02-12,DJ-13510,Don Jones,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,62.352,6,0.2,-10.9116,8
2020-08-28,CL-12565,Clay Ludtke,Consumer,United States,Reading,Pennsylvania,19601,East,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",303.92,5,0.2,-30.392,8
2020-12-19,NC-18340,Nat Carroll,Consumer,United States,Apple Valley,Minnesota,55124,Central,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,129.3,2,0.0,6.465,6
2020-08-22,KN-16450,Kean Nguyen,Corporate,United States,Baltimore,Maryland,21215,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,274.2,10,0.0,112.422,3
2020-09-25,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3608,8
2020-09-22,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,8
2020-04-27,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723,9
2020-11-02,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,-13.6832,8
2020-04-19,AM-10705,Anne McFarland,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,45.584,11,0.2,16.5242,7
2020-02-13,RA-19945,Ryan Akin,Consumer,United States,Cleveland,Ohio,44105,East,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,4.4604,8
2020-12-02,MM-17260,Magdelene Morse,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",136.96,4,0.2,51.36,9
2020-12-29,BN-11470,Brad Norvell,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,49.616,2,0.2,4.9616,6
2020-06-25,JB-16045,Julia Barnett,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",10.584,3,0.2,3.4398,8
2020-04-27,DB-13615,Doug Bickford,Consumer,United States,Tucson,Arizona,85705,West,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,84.416,4,0.2,27.4352,8
2020-08-09,JB-16045,Julia Barnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,431.94,2,0.4,-71.99,8
2020-07-18,JB-16045,Julia Barnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.043,1,0.7,-1.4982,8
2020-10-05,JB-16045,Julia Barnett,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,68.238,3,0.4,-12.5103,3
2020-01-02,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568,6
2020-08-18,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,3
2020-02-12,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0.0,50.5632,8
2020-09-14,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,7
2020-10-29,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43.44,8,0.0,21.2856,9
2020-07-24,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1,0.0,0.666,8
2020-02-27,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997,6
2020-06-21,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724,8
2020-06-07,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468,9
2020-04-15,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.137,8
2020-02-20,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,2,0.2,22.2384,8
2020-04-09,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073,4
2020-07-21,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,9
2020-01-06,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,3,0.8,-39.804,6
2020-04-18,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,3,0.8,-19.8144,7
2020-11-23,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0.0,11.891,7
2020-06-23,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,3
2020-04-20,JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0.0,3.6,7
2020-09-17,DR-12940,Daniel Raglin,Consumer,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,8
2020-07-23,AB-10165,Alan Barnes,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4,0.2,-2.918,8
2020-10-02,MC-18100,Mick Crebagga,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,3
2020-12-19,IG-15085,Ivan Gibson,Consumer,United States,Norwich,Connecticut,6360,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,3,0.0,144.3546,8
2020-12-09,FH-14275,Frank Hawley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,8.928,2,0.2,3.1248,5
2020-08-02,AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060,Central,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0.0,241.1046,8
2020-07-18,PN-18775,Parhena Norris,Consumer,United States,Clarksville,Tennessee,37042,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136,4,0.2,-14.5176,6
2020-09-30,PN-18775,Parhena Norris,Consumer,United States,Clarksville,Tennessee,37042,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,45.408,2,0.2,11.9196,8
2020-09-17,PN-18775,Parhena Norris,Consumer,United States,Clarksville,Tennessee,37042,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952,3,0.2,-11.6928,8
2020-03-22,PN-18775,Parhena Norris,Consumer,United States,Clarksville,Tennessee,37042,South,OFF-LA-10000081,Office Supplies,Labels,Avery 496,3.0,1,0.2,1.05,10
2020-10-29,GM-14500,Gene McClure,Consumer,United States,Hollywood,Florida,33021,South,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,9.952,1,0.2,0.9952,9
2020-09-19,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,37.896,4,0.7,-29.0536,9
2020-09-11,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,65.584,2,0.2,23.7742,8
2020-10-15,TW-21025,Tamara Willingham,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.784,1,0.2,16.2342,7
2020-05-31,BF-11020,Barry Französisch,Corporate,United States,New York City,New York,10024,East,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,4,0.0,269.308,8
2020-03-09,TT-21460,Tonja Turnell,Consumer,United States,San Francisco,California,94110,West,OFF-AR-10002578,Office Supplies,Art,Newell 335,5.76,2,0.0,1.6704,9
2020-06-11,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0.0,8.991,10
2020-08-29,PG-18820,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0.0,10.0744,8
2020-05-17,DP-13390,Dennis Pardue,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.656,3,0.2,3.3312,8
2020-09-28,DJ-13510,Don Jones,Corporate,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,7
2020-05-16,EN-13780,Edward Nazzal,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,0.0,41.013,6
2020-10-19,PB-19150,Philip Brown,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,10,0.0,71.928,8
2020-11-30,BD-11560,Brendan Dodson,Consumer,United States,Fresno,California,93727,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128,8
2020-02-07,BD-11560,Brendan Dodson,Consumer,United States,Fresno,California,93727,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608,7
2020-01-20,BD-11560,Brendan Dodson,Consumer,United States,Fresno,California,93727,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,11.94,3,0.0,5.97,8
2020-05-16,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0.0,2799.984,5
2020-11-14,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0.0,18.2,9
2020-08-11,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0.0,7.1022,10
2020-06-24,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",5.94,3,0.0,0.1188,8
2020-11-23,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.736,8,0.2,20.4984,9
2020-04-11,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.976,3,0.2,161.9919,9
2020-01-05,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.336,6
2020-05-27,AS-10225,Alan Schoenberger,Corporate,United States,Longmont,Colorado,80501,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,10
2020-01-12,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.4752,9
2020-03-12,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0.0,177.5889,9
2020-07-22,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0.0,5.3998,9
2020-09-04,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,49.632,6,0.2,16.7508,7
2020-05-10,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0.0,45.9754,10
2020-05-31,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,8
2020-05-12,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,8
2020-05-07,SR-20740,Steven Roelle,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2,0.0,6.2208,7
2020-11-28,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,10
2020-07-16,SJ-20125,Sanjit Jacobs,Consumer,United States,Dallas,Texas,75217,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,0.8,-14.1696,4
2020-04-10,SJ-20125,Sanjit Jacobs,Consumer,United States,Dallas,Texas,75217,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,0.2,8.388,6
2020-12-08,SJ-20125,Sanjit Jacobs,Consumer,United States,Dallas,Texas,75217,Central,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,0.2,49.3938,4
2020-08-19,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0.0,61.3305,9
2020-04-26,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0.0,31.4975,10
2020-12-16,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,23.0,2,0.0,10.35,8
2020-01-08,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,9
2020-09-07,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732,6
2020-03-25,NS-18640,Noel Staavos,Corporate,United States,Orlando,Florida,32839,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,20.736,4,0.2,7.2576,8
2020-10-04,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",17.52,3,0.0,8.2344,5
2020-02-11,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",35.76,12,0.0,10.0128,10
2020-01-28,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,3.64,2,0.0,0.9828,8
2020-06-11,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034,Central,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432,10
2020-06-25,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0.0,1.5588,7
2020-12-14,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",182.22,3,0.0,45.555,3
2020-05-11,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0.0,18.1764,8
2020-01-30,MP-17470,Mark Packer,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,0.2,8.9362,8
2020-10-26,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0.0,0.2598,10
2020-03-16,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",55.86,7,0.0,27.93,9
2020-01-04,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.376,2,0.4,-7.396,8
2020-01-29,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,51.264,6,0.2,7.6896,9
2020-12-13,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.193,3,0.7,-3.462,8
2020-09-09,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,10
2020-02-26,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,8
2020-03-15,ME-17320,Maria Etezadi,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136,7
